OrderID,CustomerID,OrderDateTime,ProductID,Quantity,TotalAmount,StoreID,OrderStatus,ExpectedDeliveryTime,ActualDeliveryTime
3054,6054,2025-02-05 02:56:03.428463,1024,4,900,2025,Delivered,2025-02-05 03:06:03.428463,2025-02-05 03:11:03.428463
3055,6055,2025-02-02 07:33:03.428463,1007,1,20,2049,Delivered,2025-02-02 07:43:03.428463,2025-02-02 07:43:03.428463
3056,6056,2025-02-20 03:45:03.428463,1033,3,255,2057,Delivered,2025-02-20 03:55:03.428463,2025-02-20 04:10:03.428463
3057,6057,2025-02-13 07:12:03.428463,1024,3,675,2073,Delivered,2025-02-13 07:22:03.428463,2025-02-13 07:37:03.428463
3058,6058,2025-02-08 19:53:03.428463,1007,2,40,2001,Delivered,2025-02-08 20:03:03.428463,2025-02-08 20:18:03.428463
3059,6059,2025-02-10 00:55:03.428463,1027,5,495,2083,Delivered,2025-02-10 01:05:03.428463,2025-02-10 01:15:03.428463
3060,6060,2025-02-06 17:10:03.428463,1015,4,460,2095,Delivered,2025-02-06 17:20:03.428463,2025-02-06 17:22:03.428463
3061,6061,2025-01-25 16:26:03.428463,1004,2,56,2060,Delivered,2025-01-25 16:36:03.428463,2025-01-25 16:46:03.428463
3062,6062,2025-01-29 03:01:03.428463,1046,5,450,2019,Delivered,2025-01-29 03:11:03.428463,2025-01-29 03:11:03.428463
3063,6063,2025-01-27 22:26:03.428463,1039,1,110,2008,Delivered,2025-01-27 22:36:03.428463,2025-01-27 22:38:03.428463
3064,6064,2025-02-06 05:35:03.428463,1035,4,360,2039,Delivered,2025-02-06 05:45:03.428463,2025-02-06 05:55:03.428463
3065,6065,2025-02-01 17:57:03.428463,1042,1,180,2052,Delivered,2025-02-01 18:07:03.428463,2025-02-01 18:12:03.428463
3066,6066,2025-02-03 04:17:03.428463,1016,2,300,2042,Delivered,2025-02-03 04:27:03.428463,2025-02-03 04:32:03.428463
3067,6067,2025-01-22 20:15:03.428463,1006,3,42,2020,Delivered,2025-01-22 20:25:03.428463,2025-01-22 20:30:03.428463
3068,6068,2025-01-23 03:48:03.428463,1005,1,180,2027,Delivered,2025-01-23 03:58:03.428463,2025-01-23 04:00:03.428463
3069,6069,2025-02-04 23:30:03.428463,1014,2,290,2001,Delivered,2025-02-04 23:40:03.428463,2025-02-04 23:50:03.428463
3070,6070,2025-02-19 22:42:03.428463,1018,5,950,2091,Delivered,2025-02-19 22:52:03.428463,2025-02-19 23:07:03.428463
3071,6071,2025-01-29 15:09:03.428463,1015,1,115,2096,Delivered,2025-01-29 15:19:03.428463,2025-01-29 15:34:03.428463
3072,6072,2025-02-15 20:11:03.428463,1014,4,580,2047,Delivered,2025-02-15 20:21:03.428463,2025-02-15 20:23:03.428463
3073,6073,2025-02-17 17:36:03.428463,1043,3,420,2045,Delivered,2025-02-17 17:46:03.428463,2025-02-17 17:48:03.428463
3074,6074,2025-02-09 05:06:03.428463,1038,3,270,2022,Delivered,2025-02-09 05:16:03.428463,2025-02-09 05:31:03.428463
3075,6075,2025-02-21 00:47:03.428463,1034,1,210,2083,Delivered,2025-02-21 00:57:03.428463,2025-02-21 01:12:03.428463
3076,6076,2025-01-22 03:19:03.428463,1020,4,640,2080,Delivered,2025-01-22 03:29:03.428463,2025-01-22 03:29:03.428463
3077,6077,2025-01-27 04:35:03.428463,1039,4,440,2027,Delivered,2025-01-27 04:45:03.428463,2025-01-27 04:55:03.428463
3078,6078,2025-02-19 22:00:03.428463,1038,1,90,2007,Delivered,2025-02-19 22:10:03.428463,2025-02-19 22:15:03.428463
3079,6079,2025-02-10 23:26:03.428463,1022,4,640,2035,Delivered,2025-02-10 23:36:03.428463,2025-02-10 23:41:03.428463
3080,6080,2025-02-12 05:12:03.428463,1001,4,1040,2018,Delivered,2025-02-12 05:22:03.428463,2025-02-12 05:32:03.428463
3081,6081,2025-02-10 04:48:03.428463,1026,2,598,2015,Delivered,2025-02-10 04:58:03.428463,2025-02-10 05:00:03.428463
3082,6082,2025-01-29 20:28:03.428463,1037,3,1050,2050,Delivered,2025-01-29 20:38:03.428463,2025-01-29 20:40:03.428463
3083,6083,2025-02-05 06:23:03.428463,1026,3,897,2076,Delivered,2025-02-05 06:33:03.428463,2025-02-05 06:35:03.428463
3084,6084,2025-01-21 17:13:03.428463,1023,2,270,2053,Delivered,2025-01-21 17:23:03.428463,2025-01-21 17:23:03.428463
3085,6085,2025-02-20 22:29:03.428463,1018,5,950,2074,Delivered,2025-02-20 22:39:03.428463,2025-02-20 22:44:03.428463
3086,6086,2025-01-29 17:09:03.428463,1024,4,900,2091,Delivered,2025-01-29 17:19:03.428463,2025-01-29 17:24:03.428463
3087,6087,2025-02-03 23:02:03.428463,1028,3,450,2035,Delivered,2025-02-03 23:12:03.428463,2025-02-03 23:27:03.428463
3088,6088,2025-01-30 14:52:03.428463,1013,1,210,2092,Delivered,2025-01-30 15:02:03.428463,2025-01-30 15:07:03.428463
3089,6089,2025-02-06 06:17:03.428463,1002,2,80,2027,Delivered,2025-02-06 06:27:03.428463,2025-02-06 06:37:03.428463
3090,6090,2025-01-30 18:17:03.428463,1036,1,65,2007,Delivered,2025-01-30 18:27:03.428463,2025-01-30 18:27:03.428463
3091,6091,2025-01-23 04:07:03.428463,1014,5,725,2035,Delivered,2025-01-23 04:17:03.428463,2025-01-23 04:32:03.428463
3092,6092,2025-01-29 01:21:03.428463,1042,4,720,2053,Delivered,2025-01-29 01:31:03.428463,2025-01-29 01:33:03.428463
3093,6093,2025-02-08 17:49:03.428463,1034,1,210,2028,Delivered,2025-02-08 17:59:03.428463,2025-02-08 17:59:03.428463
3094,6094,2025-01-22 21:07:03.428463,1006,1,14,2092,Delivered,2025-01-22 21:17:03.428463,2025-01-22 21:22:03.428463
3095,6095,2025-02-06 00:57:03.428463,1011,4,240,2074,Delivered,2025-02-06 01:07:03.428463,2025-02-06 01:17:03.428463
3096,6096,2025-02-02 17:09:03.428463,1039,3,330,2054,Delivered,2025-02-02 17:19:03.428463,2025-02-02 17:21:03.428463
3097,6097,2025-02-11 00:10:03.428463,1032,5,1600,2063,Delivered,2025-02-11 00:20:03.428463,2025-02-11 00:20:03.428463
3098,6098,2025-02-01 23:36:03.428463,1021,3,1797,2075,Delivered,2025-02-01 23:46:03.428463,2025-02-02 00:01:03.428463
3099,6099,2025-01-25 16:35:03.428463,1024,5,1125,2035,Delivered,2025-01-25 16:45:03.428463,2025-01-25 16:55:03.428463
3100,6100,2025-02-05 20:00:03.428463,1046,2,180,2022,Delivered,2025-02-05 20:10:03.428463,2025-02-05 20:12:03.428463
3101,6101,2025-02-06 18:29:03.428463,1028,3,450,2031,Delivered,2025-02-06 18:39:03.428463,2025-02-06 18:54:03.428463
3102,6102,2025-02-07 23:34:03.428463,1040,5,800,2074,Delivered,2025-02-07 23:44:03.428463,2025-02-07 23:44:03.428463
3103,6103,2025-02-21 00:05:03.428463,1045,3,240,2066,Delivered,2025-02-21 00:15:03.428463,2025-02-21 00:30:03.428463
3104,6104,2025-02-08 06:17:03.428463,1050,2,198,2081,Delivered,2025-02-08 06:27:03.428463,2025-02-08 06:32:03.428463
3105,6105,2025-02-19 03:16:03.428463,1043,1,140,2008,Delivered,2025-02-19 03:26:03.428463,2025-02-19 03:28:03.428463
3106,6106,2025-02-16 05:24:03.428463,1046,4,360,2053,Delivered,2025-02-16 05:34:03.428463,2025-02-16 05:39:03.428463
3107,6107,2025-01-27 03:49:03.428463,1007,1,20,2061,Delivered,2025-01-27 03:59:03.428463,2025-01-27 03:59:03.428463
3108,6108,2025-02-17 19:29:03.428463,1018,3,570,2008,Delivered,2025-02-17 19:39:03.428463,2025-02-17 19:49:03.428463
3109,6109,2025-02-11 21:18:03.428463,1035,3,270,2096,Delivered,2025-02-11 21:28:03.428463,2025-02-11 21:33:03.428463
3110,6110,2025-02-17 23:05:03.428463,1025,3,135,2020,Delivered,2025-02-17 23:15:03.428463,2025-02-17 23:25:03.428463
3111,6111,2025-02-07 15:14:03.428463,1013,3,630,2087,Delivered,2025-02-07 15:24:03.428463,2025-02-07 15:26:03.428463
3112,6112,2025-02-20 16:19:03.428463,1048,5,550,2036,Delivered,2025-02-20 16:29:03.428463,2025-02-20 16:34:03.428463
3113,6113,2025-02-03 19:32:03.428463,1005,4,720,2047,Delivered,2025-02-03 19:42:03.428463,2025-02-03 19:47:03.428463
3114,6114,2025-01-23 02:47:03.428463,1040,4,640,2003,Delivered,2025-01-23 02:57:03.428463,2025-01-23 03:12:03.428463
3115,6115,2025-01-23 07:27:03.428463,1010,2,360,2083,Delivered,2025-01-23 07:37:03.428463,2025-01-23 07:39:03.428463
3116,6116,2025-02-02 22:07:03.428463,1000,5,360,2028,Delivered,2025-02-02 22:17:03.428463,2025-02-02 22:27:03.428463
3117,6117,2025-02-13 07:27:03.428463,1006,3,42,2057,Delivered,2025-02-13 07:37:03.428463,2025-02-13 07:47:03.428463
3118,6118,2025-02-19 21:31:03.428463,1012,1,180,2011,Delivered,2025-02-19 21:41:03.428463,2025-02-19 21:56:03.428463
3119,6119,2025-01-27 22:00:03.428463,1019,2,398,2056,Delivered,2025-01-27 22:10:03.428463,2025-01-27 22:10:03.428463
3120,6120,2025-02-17 02:07:03.428463,1030,3,525,2083,Delivered,2025-02-17 02:17:03.428463,2025-02-17 02:27:03.428463
3121,6121,2025-02-18 01:13:03.428463,1032,4,1280,2079,Delivered,2025-02-18 01:23:03.428463,2025-02-18 01:25:03.428463
3122,6122,2025-02-18 18:44:03.428463,1017,4,960,2021,Delivered,2025-02-18 18:54:03.428463,2025-02-18 18:59:03.428463
3123,6123,2025-02-10 22:01:03.428463,1047,3,1155,2076,Delivered,2025-02-10 22:11:03.428463,2025-02-10 22:11:03.428463
3124,6124,2025-01-26 04:44:03.428463,1035,3,270,2094,Delivered,2025-01-26 04:54:03.428463,2025-01-26 04:54:03.428463
3125,6125,2025-01-24 04:17:03.428463,1017,1,240,2020,Delivered,2025-01-24 04:27:03.428463,2025-01-24 04:29:03.428463
3126,6126,2025-02-04 00:02:03.428463,1016,1,150,2021,Delivered,2025-02-04 00:12:03.428463,2025-02-04 00:17:03.428463
3127,6127,2025-02-05 17:27:03.428463,1020,3,480,2058,Delivered,2025-02-05 17:37:03.428463,2025-02-05 17:42:03.428463
3128,6128,2025-02-18 06:43:03.428463,1011,2,120,2032,Delivered,2025-02-18 06:53:03.428463,2025-02-18 06:58:03.428463
3129,6129,2025-02-04 03:52:03.428463,1040,3,480,2033,Delivered,2025-02-04 04:02:03.428463,2025-02-04 04:02:03.428463
3130,6130,2025-02-19 16:44:03.428463,1019,2,398,2013,Delivered,2025-02-19 16:54:03.428463,2025-02-19 16:54:03.428463
3131,6131,2025-01-31 04:13:03.428463,1032,1,320,2053,Delivered,2025-01-31 04:23:03.428463,2025-01-31 04:38:03.428463
3132,6132,2025-01-31 05:48:03.428463,1049,1,240,2017,Delivered,2025-01-31 05:58:03.428463,2025-01-31 06:00:03.428463
3133,6133,2025-01-29 23:02:03.428463,1005,4,720,2089,Delivered,2025-01-29 23:12:03.428463,2025-01-29 23:14:03.428463
3134,6134,2025-02-19 15:30:03.428463,1048,3,330,2001,Delivered,2025-02-19 15:40:03.428463,2025-02-19 15:50:03.428463
3135,6135,2025-01-23 21:16:03.428463,1016,5,750,2084,Delivered,2025-01-23 21:26:03.428463,2025-01-23 21:26:03.428463
3136,6136,2025-02-02 03:43:03.428463,1012,3,540,2016,Delivered,2025-02-02 03:53:03.428463,2025-02-02 03:58:03.428463
3137,6137,2025-02-07 06:19:03.428463,1023,4,540,2027,Delivered,2025-02-07 06:29:03.428463,2025-02-07 06:44:03.428463
3138,6138,2025-02-04 00:27:03.428463,1024,2,450,2025,Delivered,2025-02-04 00:37:03.428463,2025-02-04 00:42:03.428463
3139,6139,2025-02-05 02:01:03.428463,1032,4,1280,2020,Delivered,2025-02-05 02:11:03.428463,2025-02-05 02:21:03.428463
3140,6140,2025-01-24 18:11:03.428463,1022,5,800,2097,Delivered,2025-01-24 18:21:03.428463,2025-01-24 18:31:03.428463
3141,6141,2025-02-17 17:59:03.428463,1019,4,796,2077,Delivered,2025-02-17 18:09:03.428463,2025-02-17 18:14:03.428463
3142,6142,2025-01-22 02:52:03.428463,1036,2,130,2087,Delivered,2025-01-22 03:02:03.428463,2025-01-22 03:07:03.428463
3143,6143,2025-02-11 20:30:03.428463,1008,3,450,2087,Delivered,2025-02-11 20:40:03.428463,2025-02-11 20:45:03.428463
3144,6144,2025-02-02 21:51:03.428463,1039,2,220,2027,Delivered,2025-02-02 22:01:03.428463,2025-02-02 22:16:03.428463
3145,6145,2025-01-25 23:37:03.428463,1044,2,340,2007,Delivered,2025-01-25 23:47:03.428463,2025-01-25 23:47:03.428463
3146,6146,2025-02-14 06:04:03.428463,1049,4,960,2011,Delivered,2025-02-14 06:14:03.428463,2025-02-14 06:14:03.428463
3147,6147,2025-01-26 20:55:03.428463,1026,1,299,2064,Delivered,2025-01-26 21:05:03.428463,2025-01-26 21:15:03.428463
3148,6148,2025-02-18 00:23:03.428463,1038,5,450,2007,Delivered,2025-02-18 00:33:03.428463,2025-02-18 00:48:03.428463
3149,6149,2025-02-18 21:22:03.428463,1049,4,960,2064,Delivered,2025-02-18 21:32:03.428463,2025-02-18 21:34:03.428463
3150,6150,2025-01-25 06:14:03.428463,1004,3,84,2099,Delivered,2025-01-25 06:24:03.428463,2025-01-25 06:24:03.428463
3151,6151,2025-01-25 20:12:03.428463,1018,5,950,2039,Delivered,2025-01-25 20:22:03.428463,2025-01-25 20:37:03.428463
3152,6152,2025-01-27 15:33:03.428463,1011,5,300,2012,Delivered,2025-01-27 15:43:03.428463,2025-01-27 15:48:03.428463
3153,6153,2025-02-10 00:29:03.428463,1030,4,700,2000,Delivered,2025-02-10 00:39:03.428463,2025-02-10 00:44:03.428463
3154,6154,2025-02-20 20:15:03.428463,1042,2,360,2041,Delivered,2025-02-20 20:25:03.428463,2025-02-20 20:25:03.428463
3155,6155,2025-02-14 22:47:03.428463,1011,3,180,2021,Delivered,2025-02-14 22:57:03.428463,2025-02-14 22:57:03.428463
3156,6156,2025-02-03 04:31:03.428463,1027,4,396,2027,Delivered,2025-02-03 04:41:03.428463,2025-02-03 04:56:03.428463
3157,6157,2025-02-05 17:35:03.428463,1020,2,320,2063,Delivered,2025-02-05 17:45:03.428463,2025-02-05 18:00:03.428463
3158,6158,2025-02-07 20:08:03.428463,1022,1,160,2090,Delivered,2025-02-07 20:18:03.428463,2025-02-07 20:33:03.428463
3159,6159,2025-01-31 21:57:03.428463,1050,1,99,2075,Delivered,2025-01-31 22:07:03.428463,2025-01-31 22:17:03.428463
3160,6160,2025-02-14 21:43:03.428463,1036,3,195,2087,Delivered,2025-02-14 21:53:03.428463,2025-02-14 22:03:03.428463
3161,6161,2025-02-14 07:37:03.428463,1013,1,210,2063,Delivered,2025-02-14 07:47:03.428463,2025-02-14 08:02:03.428463
3162,6162,2025-02-03 20:06:03.428463,1014,2,290,2087,Delivered,2025-02-03 20:16:03.428463,2025-02-03 20:31:03.428463
3163,6163,2025-02-02 17:50:03.428463,1015,1,115,2049,Delivered,2025-02-02 18:00:03.428463,2025-02-02 18:15:03.428463
3164,6164,2025-02-06 17:31:03.428463,1028,4,600,2009,Delivered,2025-02-06 17:41:03.428463,2025-02-06 17:56:03.428463
3165,6165,2025-02-19 05:24:03.428463,1042,2,360,2027,Delivered,2025-02-19 05:34:03.428463,2025-02-19 05:36:03.428463
3166,6166,2025-02-11 05:05:03.428463,1008,2,300,2037,Delivered,2025-02-11 05:15:03.428463,2025-02-11 05:17:03.428463
3167,6167,2025-02-02 06:09:03.428463,1020,5,800,2061,Delivered,2025-02-02 06:19:03.428463,2025-02-02 06:21:03.428463
3168,6168,2025-02-09 07:27:03.428463,1035,4,360,2013,Delivered,2025-02-09 07:37:03.428463,2025-02-09 07:39:03.428463
3169,6169,2025-02-14 02:03:03.428463,1029,4,1540,2005,Delivered,2025-02-14 02:13:03.428463,2025-02-14 02:28:03.428463
3170,6170,2025-02-11 05:49:03.428463,1030,2,350,2095,Delivered,2025-02-11 05:59:03.428463,2025-02-11 05:59:03.428463
3171,6171,2025-01-23 04:35:03.428463,1044,2,340,2002,Delivered,2025-01-23 04:45:03.428463,2025-01-23 04:55:03.428463
3172,6172,2025-02-18 07:01:03.428463,1005,2,360,2040,Delivered,2025-02-18 07:11:03.428463,2025-02-18 07:11:03.428463
3173,6173,2025-01-30 17:02:03.428463,1013,4,840,2035,Delivered,2025-01-30 17:12:03.428463,2025-01-30 17:12:03.428463
3174,6174,2025-02-10 02:57:03.428463,1044,1,170,2019,Delivered,2025-02-10 03:07:03.428463,2025-02-10 03:17:03.428463
3175,6175,2025-02-06 03:01:03.428463,1024,4,900,2078,Delivered,2025-02-06 03:11:03.428463,2025-02-06 03:13:03.428463
3176,6176,2025-02-18 01:20:03.428463,1050,2,198,2048,Delivered,2025-02-18 01:30:03.428463,2025-02-18 01:40:03.428463
3177,6177,2025-02-09 03:18:03.428463,1000,2,144,2031,Delivered,2025-02-09 03:28:03.428463,2025-02-09 03:28:03.428463
3178,6178,2025-02-05 06:03:03.428463,1016,2,300,2090,Delivered,2025-02-05 06:13:03.428463,2025-02-05 06:18:03.428463
3179,6179,2025-02-05 01:59:03.428463,1017,5,1200,2094,Delivered,2025-02-05 02:09:03.428463,2025-02-05 02:19:03.428463
3180,6180,2025-02-02 21:38:03.428463,1028,4,600,2047,Delivered,2025-02-02 21:48:03.428463,2025-02-02 21:53:03.428463
3181,6181,2025-01-30 22:45:03.428463,1027,5,495,2088,Delivered,2025-01-30 22:55:03.428463,2025-01-30 23:10:03.428463
3182,6182,2025-02-19 02:22:03.428463,1029,5,1925,2042,Delivered,2025-02-19 02:32:03.428463,2025-02-19 02:37:03.428463
3183,6183,2025-02-10 04:16:03.428463,1043,4,560,2027,Delivered,2025-02-10 04:26:03.428463,2025-02-10 04:41:03.428463
3184,6184,2025-02-20 01:52:03.428463,1046,4,360,2082,Delivered,2025-02-20 02:02:03.428463,2025-02-20 02:04:03.428463
3185,6185,2025-02-02 06:53:03.428463,1004,1,28,2072,Delivered,2025-02-02 07:03:03.428463,2025-02-02 07:13:03.428463
3186,6186,2025-02-10 04:51:03.428463,1048,3,330,2087,Delivered,2025-02-10 05:01:03.428463,2025-02-10 05:06:03.428463
3187,6187,2025-02-05 17:08:03.428463,1042,2,360,2071,Delivered,2025-02-05 17:18:03.428463,2025-02-05 17:18:03.428463
3188,6188,2025-01-21 17:23:03.428463,1048,5,550,2023,Delivered,2025-01-21 17:33:03.428463,2025-01-21 17:48:03.428463
3189,6189,2025-01-26 19:45:03.428463,1011,3,180,2047,Delivered,2025-01-26 19:55:03.428463,2025-01-26 19:55:03.428463
3190,6190,2025-02-04 17:55:03.428463,1024,1,225,2049,Delivered,2025-02-04 18:05:03.428463,2025-02-04 18:05:03.428463
3191,6191,2025-02-17 20:33:03.428463,1036,5,325,2056,Delivered,2025-02-17 20:43:03.428463,2025-02-17 20:53:03.428463
3192,6192,2025-02-02 04:53:03.428463,1050,3,297,2034,Delivered,2025-02-02 05:03:03.428463,2025-02-02 05:03:03.428463
3193,6193,2025-02-14 20:33:03.428463,1015,5,575,2027,Delivered,2025-02-14 20:43:03.428463,2025-02-14 20:48:03.428463
3194,6194,2025-02-20 15:26:03.428463,1012,4,720,2020,Delivered,2025-02-20 15:36:03.428463,2025-02-20 15:41:03.428463
3195,6195,2025-01-22 00:42:03.428463,1026,1,299,2097,Delivered,2025-01-22 00:52:03.428463,2025-01-22 00:52:03.428463
3196,6196,2025-02-08 17:18:03.428463,1002,1,40,2000,Delivered,2025-02-08 17:28:03.428463,2025-02-08 17:28:03.428463
3197,6197,2025-01-26 17:15:03.428463,1032,2,640,2009,Delivered,2025-01-26 17:25:03.428463,2025-01-26 17:30:03.428463
3198,6198,2025-01-30 04:24:03.428463,1024,4,900,2032,Delivered,2025-01-30 04:34:03.428463,2025-01-30 04:39:03.428463
3199,6199,2025-02-07 05:48:03.428463,1030,2,350,2079,Delivered,2025-02-07 05:58:03.428463,2025-02-07 06:08:03.428463
3200,6200,2025-01-24 16:35:03.428463,1042,5,900,2048,Delivered,2025-01-24 16:45:03.428463,2025-01-24 16:55:03.428463
