InventoryID,StoreID,ProductID,StockQuantity,ReorderLevel,LastUpdated
20351000,2035,1000,966,100,2025-02-20 08:46:07.996264
20361000,2036,1000,277,100,2025-02-18 08:46:07.996327
20371000,2037,1000,813,100,2025-02-20 08:46:07.996379
20381000,2038,1000,438,100,2025-02-20 08:46:07.996428
20391000,2039,1000,443,100,2025-02-19 08:46:07.996479
20401000,2040,1000,383,100,2025-02-17 08:46:07.996528
20411000,2041,1000,553,100,2025-02-19 08:46:07.996577
20421000,2042,1000,109,100,2025-02-18 08:46:07.996625
20431000,2043,1000,890,100,2025-02-17 08:46:07.996674
20441000,2044,1000,567,100,2025-02-20 08:46:07.996722
20451000,2045,1000,449,100,2025-02-17 08:46:07.996769
20461000,2046,1000,677,100,2025-02-18 08:46:07.996819
20471000,2047,1000,646,100,2025-02-18 08:46:07.996868
20481000,2048,1000,802,100,2025-02-17 08:46:07.996916
20491000,2049,1000,127,100,2025-02-20 08:46:07.996974
20501000,2050,1000,454,100,2025-02-20 08:46:07.997023
20511000,2051,1000,831,100,2025-02-18 08:46:07.997086
20521000,2052,1000,659,100,2025-02-20 08:46:07.997158
20531000,2053,1000,97,100,2025-02-18 08:46:07.997222
20541000,2054,1000,266,100,2025-02-20 08:46:07.997274
20551000,2055,1000,933,100,2025-02-19 08:46:07.997332
20561000,2056,1000,57,100,2025-02-17 08:46:07.997395
20571000,2057,1000,736,100,2025-02-19 08:46:07.997452
20581000,2058,1000,893,100,2025-02-20 08:46:07.997528
20591000,2059,1000,784,100,2025-02-18 08:46:07.997612
20601000,2060,1000,595,100,2025-02-17 08:46:07.997700
20611000,2061,1000,575,100,2025-02-19 08:46:07.997790
20621000,2062,1000,297,100,2025-02-20 08:46:07.997881
20631000,2063,1000,683,100,2025-02-20 08:46:07.997971
20641000,2064,1000,312,100,2025-02-20 08:46:07.998061
20651000,2065,1000,229,100,2025-02-19 08:46:07.998150
20661000,2066,1000,309,100,2025-02-19 08:46:07.998240
20671000,2067,1000,533,100,2025-02-18 08:46:07.998329
20681000,2068,1000,447,100,2025-02-20 08:46:07.998417
20691000,2069,1000,166,100,2025-02-18 08:46:07.998502
20701000,2070,1000,54,100,2025-02-18 08:46:07.998589
20711000,2071,1000,812,100,2025-02-19 08:46:07.998676
20721000,2072,1000,924,100,2025-02-20 08:46:07.998764
20731000,2073,1000,293,100,2025-02-17 08:46:07.998847
20741000,2074,1000,604,100,2025-02-18 08:46:07.998934
20751000,2075,1000,553,100,2025-02-17 08:46:07.999024
20761000,2076,1000,463,100,2025-02-18 08:46:07.999102
20771000,2077,1000,51,100,2025-02-20 08:46:07.999187
20781000,2078,1000,849,100,2025-02-18 08:46:07.999250
20791000,2079,1000,988,100,2025-02-17 08:46:07.999302
20801000,2080,1000,229,100,2025-02-20 08:46:07.999355
20811000,2081,1000,641,100,2025-02-20 08:46:07.999433
20821000,2082,1000,881,100,2025-02-19 08:46:07.999508
20831000,2083,1000,216,100,2025-02-19 08:46:07.999574
20841000,2084,1000,343,100,2025-02-17 08:46:07.999631
20851000,2085,1000,818,100,2025-02-18 08:46:07.999681
20861000,2086,1000,537,100,2025-02-20 08:46:07.999730
20871000,2087,1000,793,100,2025-02-17 08:46:07.999779
20881000,2088,1000,209,100,2025-02-17 08:46:07.999827
20891000,2089,1000,544,100,2025-02-17 08:46:07.999875
20901000,2090,1000,704,100,2025-02-20 08:46:07.999922
20911000,2091,1000,599,100,2025-02-17 08:46:07.999969
20921000,2092,1000,742,100,2025-02-19 08:46:08.000017
20931000,2093,1000,648,100,2025-02-18 08:46:08.000066
20941000,2094,1000,980,100,2025-02-19 08:46:08.000115
20951000,2095,1000,363,100,2025-02-20 08:46:08.000163
20961000,2096,1000,733,100,2025-02-17 08:46:08.000211
20971000,2097,1000,855,100,2025-02-18 08:46:08.000259
20981000,2098,1000,351,100,2025-02-17 08:46:08.000305
20991000,2099,1000,806,100,2025-02-19 08:46:08.000366
20001001,2000,1001,470,100,2025-02-20 08:46:08.000598
20011001,2001,1001,75,100,2025-02-17 08:46:08.000667
20021001,2002,1001,615,100,2025-02-17 08:46:08.000741
20031001,2003,1001,688,100,2025-02-17 08:46:08.000796
20041001,2004,1001,390,100,2025-02-20 08:46:08.000848
20051001,2005,1001,746,100,2025-02-19 08:46:08.000908
20061001,2006,1001,502,100,2025-02-20 08:46:08.000960
20071001,2007,1001,139,100,2025-02-19 08:46:08.001008
20081001,2008,1001,177,100,2025-02-20 08:46:08.001057
20091001,2009,1001,315,100,2025-02-20 08:46:08.001106
20101001,2010,1001,60,100,2025-02-20 08:46:08.001155
20111001,2011,1001,932,100,2025-02-19 08:46:08.001203
20121001,2012,1001,65,100,2025-02-19 08:46:08.001251
20131001,2013,1001,667,100,2025-02-20 08:46:08.001300
20141001,2014,1001,771,100,2025-02-19 08:46:08.001349
20151001,2015,1001,605,100,2025-02-20 08:46:08.001408
20161001,2016,1001,892,100,2025-02-19 08:46:08.001469
20171001,2017,1001,876,100,2025-02-17 08:46:08.001517
20181001,2018,1001,946,100,2025-02-20 08:46:08.001564
20191001,2019,1001,575,100,2025-02-20 08:46:08.001621
20201001,2020,1001,991,100,2025-02-19 08:46:08.001672
20211001,2021,1001,513,100,2025-02-20 08:46:08.001720
20221001,2022,1001,799,100,2025-02-19 08:46:08.001791
20231001,2023,1001,738,100,2025-02-19 08:46:08.001868
20241001,2024,1001,915,100,2025-02-20 08:46:08.001952
20251001,2025,1001,348,100,2025-02-18 08:46:08.002031
20261001,2026,1001,565,100,2025-02-18 08:46:08.002098
20271001,2027,1001,206,100,2025-02-17 08:46:08.002149
20281001,2028,1001,165,100,2025-02-18 08:46:08.002200
20291001,2029,1001,998,100,2025-02-19 08:46:08.002249
20301001,2030,1001,600,100,2025-02-18 08:46:08.002298
20311001,2031,1001,183,100,2025-02-18 08:46:08.002346
20321001,2032,1001,603,100,2025-02-17 08:46:08.002395
20331001,2033,1001,72,100,2025-02-20 08:46:08.002443
20341001,2034,1001,183,100,2025-02-17 08:46:08.002503
20351001,2035,1001,580,100,2025-02-17 08:46:08.002560
20361001,2036,1001,514,100,2025-02-19 08:46:08.002608
20371001,2037,1001,884,100,2025-02-19 08:46:08.002655
20381001,2038,1001,649,100,2025-02-17 08:46:08.002714
20391001,2039,1001,621,100,2025-02-18 08:46:08.002763
20401001,2040,1001,649,100,2025-02-20 08:46:08.002810
20411001,2041,1001,249,100,2025-02-20 08:46:08.002866
20421001,2042,1001,943,100,2025-02-18 08:46:08.002922
20431001,2043,1001,998,100,2025-02-20 08:46:08.002971
20441001,2044,1001,928,100,2025-02-18 08:46:08.003019
20451001,2045,1001,954,100,2025-02-18 08:46:08.003067
20461001,2046,1001,992,100,2025-02-18 08:46:08.003115
20471001,2047,1001,545,100,2025-02-19 08:46:08.003163
20481001,2048,1001,338,100,2025-02-19 08:46:08.003210
20491001,2049,1001,495,100,2025-02-20 08:46:08.003259
20501001,2050,1001,166,100,2025-02-18 08:46:08.003306
20511001,2051,1001,562,100,2025-02-17 08:46:08.003353
20521001,2052,1001,162,100,2025-02-19 08:46:08.003435
20531001,2053,1001,620,100,2025-02-17 08:46:08.003515
20541001,2054,1001,578,100,2025-02-19 08:46:08.003571
20551001,2055,1001,794,100,2025-02-19 08:46:08.003620
20561001,2056,1001,954,100,2025-02-17 08:46:08.003678
20571001,2057,1001,360,100,2025-02-18 08:46:08.003727
20581001,2058,1001,185,100,2025-02-18 08:46:08.003777
20591001,2059,1001,349,100,2025-02-18 08:46:08.003834
20601001,2060,1001,579,100,2025-02-17 08:46:08.003882
20611001,2061,1001,928,100,2025-02-20 08:46:08.003935
20621001,2062,1001,148,100,2025-02-20 08:46:08.003993
20631001,2063,1001,486,100,2025-02-19 08:46:08.004041
20641001,2064,1001,640,100,2025-02-18 08:46:08.004091
20651001,2065,1001,650,100,2025-02-17 08:46:08.004139
20661001,2066,1001,449,100,2025-02-17 08:46:08.004186
20671001,2067,1001,669,100,2025-02-18 08:46:08.004234
20681001,2068,1001,128,100,2025-02-19 08:46:08.004282
20691001,2069,1001,412,100,2025-02-19 08:46:08.004329
20701001,2070,1001,457,100,2025-02-19 08:46:08.004375
20711001,2071,1001,195,100,2025-02-20 08:46:08.004426
20721001,2072,1001,646,100,2025-02-20 08:46:08.004474
20731001,2073,1001,502,100,2025-02-17 08:46:08.004521
20741001,2074,1001,160,100,2025-02-18 08:46:08.004569
20751001,2075,1001,746,100,2025-02-19 08:46:08.004618
20761001,2076,1001,751,100,2025-02-20 08:46:08.004685
20771001,2077,1001,678,100,2025-02-19 08:46:08.004735
20781001,2078,1001,208,100,2025-02-19 08:46:08.004783
20791001,2079,1001,300,100,2025-02-18 08:46:08.004831
20801001,2080,1001,58,100,2025-02-19 08:46:08.004888
20811001,2081,1001,811,100,2025-02-18 08:46:08.004938
20821001,2082,1001,995,100,2025-02-18 08:46:08.004985
20831001,2083,1001,162,100,2025-02-18 08:46:08.005050
20841001,2084,1001,453,100,2025-02-17 08:46:08.005127
20851001,2085,1001,173,100,2025-02-18 08:46:08.005209
20861001,2086,1001,586,100,2025-02-20 08:46:08.005293
20871001,2087,1001,541,100,2025-02-20 08:46:08.005375
20881001,2088,1001,546,100,2025-02-20 08:46:08.005459
20891001,2089,1001,162,100,2025-02-20 08:46:08.005543
20901001,2090,1001,706,100,2025-02-19 08:46:08.005629
20911001,2091,1001,640,100,2025-02-20 08:46:08.005717
20921001,2092,1001,546,100,2025-02-18 08:46:08.005805
20931001,2093,1001,932,100,2025-02-17 08:46:08.005892
20941001,2094,1001,284,100,2025-02-19 08:46:08.005979
20951001,2095,1001,823,100,2025-02-20 08:46:08.006068
20961001,2096,1001,554,100,2025-02-19 08:46:08.006151
20971001,2097,1001,213,100,2025-02-17 08:46:08.006239
20981001,2098,1001,731,100,2025-02-20 08:46:08.006324
20991001,2099,1001,935,100,2025-02-19 08:46:08.006409
20001002,2000,1002,74,100,2025-02-17 08:46:08.006712
20011002,2001,1002,200,100,2025-02-18 08:46:08.006786
20021002,2002,1002,940,100,2025-02-20 08:46:08.006839
20031002,2003,1002,543,100,2025-02-20 08:46:08.006903
20041002,2004,1002,115,100,2025-02-18 08:46:08.006954
20051002,2005,1002,979,100,2025-02-18 08:46:08.007005
20061002,2006,1002,183,100,2025-02-18 08:46:08.007055
20071002,2007,1002,690,100,2025-02-18 08:46:08.007103
20081002,2008,1002,443,100,2025-02-20 08:46:08.007149
20091002,2009,1002,560,100,2025-02-18 08:46:08.007212
20101002,2010,1002,68,100,2025-02-20 08:46:08.007261
20111002,2011,1002,812,100,2025-02-19 08:46:08.007309
20121002,2012,1002,730,100,2025-02-17 08:46:08.007361
20131002,2013,1002,994,100,2025-02-19 08:46:08.007457
20141002,2014,1002,263,100,2025-02-17 08:46:08.007515
20151002,2015,1002,628,100,2025-02-20 08:46:08.007566
20161002,2016,1002,408,100,2025-02-17 08:46:08.007614
20171002,2017,1002,879,100,2025-02-20 08:46:08.007662
20181002,2018,1002,759,100,2025-02-20 08:46:08.007710
20191002,2019,1002,209,100,2025-02-20 08:46:08.007758
20201002,2020,1002,769,100,2025-02-20 08:46:08.007806
20211002,2021,1002,960,100,2025-02-18 08:46:08.007868
20221002,2022,1002,973,100,2025-02-20 08:46:08.007936
20231002,2023,1002,781,100,2025-02-17 08:46:08.008007
20241002,2024,1002,986,100,2025-02-17 08:46:08.008058
20251002,2025,1002,355,100,2025-02-17 08:46:08.008107
20261002,2026,1002,160,100,2025-02-17 08:46:08.008155
20271002,2027,1002,262,100,2025-02-19 08:46:08.008203
20281002,2028,1002,541,100,2025-02-18 08:46:08.008266
20291002,2029,1002,340,100,2025-02-18 08:46:08.008320
20301002,2030,1002,370,100,2025-02-18 08:46:08.008371
20311002,2031,1002,923,100,2025-02-20 08:46:08.008419
20321002,2032,1002,379,100,2025-02-18 08:46:08.008482
20331002,2033,1002,294,100,2025-02-20 08:46:08.008535
20341002,2034,1002,613,100,2025-02-18 08:46:08.008582
20351002,2035,1002,152,100,2025-02-17 08:46:08.008629
20361002,2036,1002,500,100,2025-02-20 08:46:08.008678
20371002,2037,1002,153,100,2025-02-19 08:46:08.008725
20381002,2038,1002,653,100,2025-02-18 08:46:08.008771
20391002,2039,1002,135,100,2025-02-17 08:46:08.008818
20401002,2040,1002,828,100,2025-02-19 08:46:08.008864
20411002,2041,1002,170,100,2025-02-18 08:46:08.008918
20421002,2042,1002,586,100,2025-02-17 08:46:08.008978
20431002,2043,1002,812,100,2025-02-19 08:46:08.009043
20441002,2044,1002,982,100,2025-02-17 08:46:08.009095
20451002,2045,1002,78,100,2025-02-18 08:46:08.009144
20461002,2046,1002,597,100,2025-02-20 08:46:08.009192
20471002,2047,1002,113,100,2025-02-18 08:46:08.009239
20481002,2048,1002,361,100,2025-02-19 08:46:08.009287
20491002,2049,1002,709,100,2025-02-18 08:46:08.009349
20501002,2050,1002,449,100,2025-02-18 08:46:08.009400
20511002,2051,1002,147,100,2025-02-20 08:46:08.009448
20521002,2052,1002,555,100,2025-02-19 08:46:08.009495
20531002,2053,1002,851,100,2025-02-18 08:46:08.009557
20541002,2054,1002,50,100,2025-02-19 08:46:08.009608
20551002,2055,1002,227,100,2025-02-20 08:46:08.009657
20561002,2056,1002,700,100,2025-02-19 08:46:08.009705
20571002,2057,1002,136,100,2025-02-19 08:46:08.009752
20581002,2058,1002,132,100,2025-02-19 08:46:08.009798
20591002,2059,1002,200,100,2025-02-20 08:46:08.009846
20601002,2060,1002,492,100,2025-02-18 08:46:08.009893
20611002,2061,1002,667,100,2025-02-17 08:46:08.009941
20621002,2062,1002,453,100,2025-02-18 08:46:08.009992
20631002,2063,1002,79,100,2025-02-19 08:46:08.010055
20641002,2064,1002,232,100,2025-02-18 08:46:08.010117
20651002,2065,1002,470,100,2025-02-18 08:46:08.010178
20661002,2066,1002,484,100,2025-02-17 08:46:08.010230
20671002,2067,1002,405,100,2025-02-18 08:46:08.010279
20681002,2068,1002,730,100,2025-02-19 08:46:08.010327
20691002,2069,1002,698,100,2025-02-17 08:46:08.010375
20701002,2070,1002,506,100,2025-02-20 08:46:08.010438
20711002,2071,1002,227,100,2025-02-20 08:46:08.010490
20721002,2072,1002,164,100,2025-02-20 08:46:08.010539
20731002,2073,1002,508,100,2025-02-17 08:46:08.010589
20741002,2074,1002,308,100,2025-02-19 08:46:08.010649
20751002,2075,1002,390,100,2025-02-18 08:46:08.010701
20761002,2076,1002,457,100,2025-02-20 08:46:08.010749
20771002,2077,1002,161,100,2025-02-18 08:46:08.010797
20781002,2078,1002,801,100,2025-02-17 08:46:08.010845
20791002,2079,1002,661,100,2025-02-17 08:46:08.010894
20801002,2080,1002,550,100,2025-02-18 08:46:08.010952
20811002,2081,1002,301,100,2025-02-17 08:46:08.011001
20821002,2082,1002,716,100,2025-02-20 08:46:08.011049
20831002,2083,1002,223,100,2025-02-19 08:46:08.011110
20841002,2084,1002,786,100,2025-02-18 08:46:08.011160
20851002,2085,1002,908,100,2025-02-20 08:46:08.011224
20861002,2086,1002,945,100,2025-02-18 08:46:08.011283
20871002,2087,1002,169,100,2025-02-20 08:46:08.011332
20881002,2088,1002,260,100,2025-02-18 08:46:08.011380
20891002,2089,1002,325,100,2025-02-18 08:46:08.011466
20901002,2090,1002,317,100,2025-02-19 08:46:08.011528
20911002,2091,1002,921,100,2025-02-17 08:46:08.011578
20921002,2092,1002,476,100,2025-02-17 08:46:08.011625
20931002,2093,1002,439,100,2025-02-17 08:46:08.011680
20941002,2094,1002,929,100,2025-02-20 08:46:08.011739
20951002,2095,1002,722,100,2025-02-19 08:46:08.011788
20961002,2096,1002,621,100,2025-02-20 08:46:08.011836
20971002,2097,1002,848,100,2025-02-19 08:46:08.011884
20981002,2098,1002,101,100,2025-02-20 08:46:08.011932
20991002,2099,1002,315,100,2025-02-17 08:46:08.011981
20001003,2000,1003,899,100,2025-02-17 08:46:08.012196
20011003,2001,1003,757,100,2025-02-17 08:46:08.012260
20021003,2002,1003,132,100,2025-02-17 08:46:08.012321
20031003,2003,1003,726,100,2025-02-19 08:46:08.012381
20041003,2004,1003,703,100,2025-02-18 08:46:08.012430
20051003,2005,1003,795,100,2025-02-18 08:46:08.012478
20061003,2006,1003,417,100,2025-02-18 08:46:08.012527
20071003,2007,1003,109,100,2025-02-18 08:46:08.012590
20081003,2008,1003,512,100,2025-02-20 08:46:08.012640
20091003,2009,1003,306,100,2025-02-18 08:46:08.012691
20101003,2010,1003,436,100,2025-02-19 08:46:08.012739
20111003,2011,1003,686,100,2025-02-18 08:46:08.012804
20121003,2012,1003,561,100,2025-02-19 08:46:08.012855
20131003,2013,1003,141,100,2025-02-20 08:46:08.012902
20141003,2014,1003,86,100,2025-02-17 08:46:08.012950
20151003,2015,1003,864,100,2025-02-19 08:46:08.012999
20161003,2016,1003,290,100,2025-02-17 08:46:08.013046
20171003,2017,1003,124,100,2025-02-19 08:46:08.013092
20181003,2018,1003,519,100,2025-02-18 08:46:08.013138
20191003,2019,1003,157,100,2025-02-17 08:46:08.013184
20201003,2020,1003,339,100,2025-02-20 08:46:08.013233
20211003,2021,1003,643,100,2025-02-18 08:46:08.013294
20221003,2022,1003,747,100,2025-02-17 08:46:08.013357
20231003,2023,1003,592,100,2025-02-20 08:46:08.013414
20241003,2024,1003,970,100,2025-02-17 08:46:08.013468
20251003,2025,1003,945,100,2025-02-17 08:46:08.013515
20261003,2026,1003,124,100,2025-02-19 08:46:08.013562
20271003,2027,1003,741,100,2025-02-20 08:46:08.013610
20281003,2028,1003,373,100,2025-02-19 08:46:08.013670
20291003,2029,1003,685,100,2025-02-19 08:46:08.013730
20301003,2030,1003,296,100,2025-02-20 08:46:08.013780
20311003,2031,1003,840,100,2025-02-20 08:46:08.013830
20321003,2032,1003,905,100,2025-02-18 08:46:08.013892
20331003,2033,1003,212,100,2025-02-18 08:46:08.013943
20341003,2034,1003,924,100,2025-02-20 08:46:08.013991
20351003,2035,1003,75,100,2025-02-18 08:46:08.014039
20361003,2036,1003,886,100,2025-02-17 08:46:08.014086
20371003,2037,1003,367,100,2025-02-19 08:46:08.014135
20381003,2038,1003,858,100,2025-02-17 08:46:08.014193
20391003,2039,1003,969,100,2025-02-20 08:46:08.014243
20401003,2040,1003,800,100,2025-02-18 08:46:08.014291
20411003,2041,1003,951,100,2025-02-18 08:46:08.014352
20421003,2042,1003,735,100,2025-02-18 08:46:08.014405
20431003,2043,1003,300,100,2025-02-18 08:46:08.014467
20441003,2044,1003,600,100,2025-02-17 08:46:08.014525
20451003,2045,1003,661,100,2025-02-18 08:46:08.014573
20461003,2046,1003,473,100,2025-02-20 08:46:08.014621
20471003,2047,1003,446,100,2025-02-17 08:46:08.014668
20481003,2048,1003,455,100,2025-02-17 08:46:08.014723
20491003,2049,1003,668,100,2025-02-17 08:46:08.014779
20501003,2050,1003,232,100,2025-02-17 08:46:08.014825
20511003,2051,1003,458,100,2025-02-19 08:46:08.014873
20521003,2052,1003,249,100,2025-02-17 08:46:08.014931
20531003,2053,1003,245,100,2025-02-19 08:46:08.015000
20541003,2054,1003,757,100,2025-02-20 08:46:08.015051
20551003,2055,1003,174,100,2025-02-20 08:46:08.015100
20561003,2056,1003,900,100,2025-02-20 08:46:08.015148
20571003,2057,1003,288,100,2025-02-18 08:46:08.015196
20581003,2058,1003,952,100,2025-02-18 08:46:08.015245
20591003,2059,1003,691,100,2025-02-19 08:46:08.015294
20601003,2060,1003,376,100,2025-02-18 08:46:08.015341
20611003,2061,1003,75,100,2025-02-20 08:46:08.015409
20621003,2062,1003,224,100,2025-02-17 08:46:08.015467
20631003,2063,1003,435,100,2025-02-17 08:46:08.015532
20641003,2064,1003,809,100,2025-02-17 08:46:08.015591
20651003,2065,1003,793,100,2025-02-18 08:46:08.015644
20661003,2066,1003,755,100,2025-02-19 08:46:08.015692
20671003,2067,1003,170,100,2025-02-18 08:46:08.015741
20681003,2068,1003,441,100,2025-02-18 08:46:08.015792
20691003,2069,1003,972,100,2025-02-20 08:46:08.015851
20701003,2070,1003,725,100,2025-02-17 08:46:08.015899
20711003,2071,1003,981,100,2025-02-17 08:46:08.015949
20721003,2072,1003,703,100,2025-02-19 08:46:08.015996
20731003,2073,1003,103,100,2025-02-18 08:46:08.016058
20741003,2074,1003,515,100,2025-02-17 08:46:08.016109
20751003,2075,1003,465,100,2025-02-19 08:46:08.016157
20761003,2076,1003,186,100,2025-02-18 08:46:08.016207
20771003,2077,1003,831,100,2025-02-18 08:46:08.016258
20781003,2078,1003,297,100,2025-02-19 08:46:08.016307
20791003,2079,1003,208,100,2025-02-17 08:46:08.016357
20801003,2080,1003,878,100,2025-02-20 08:46:08.016406
20811003,2081,1003,180,100,2025-02-18 08:46:08.016454
20821003,2082,1003,634,100,2025-02-18 08:46:08.016515
20831003,2083,1003,705,100,2025-02-18 08:46:08.016571
20841003,2084,1003,75,100,2025-02-19 08:46:08.016631
20851003,2085,1003,882,100,2025-02-17 08:46:08.016687
20861003,2086,1003,198,100,2025-02-20 08:46:08.016738
20871003,2087,1003,426,100,2025-02-17 08:46:08.016786
20881003,2088,1003,195,100,2025-02-17 08:46:08.016835
20891003,2089,1003,452,100,2025-02-20 08:46:08.016897
20901003,2090,1003,201,100,2025-02-17 08:46:08.016948
20911003,2091,1003,143,100,2025-02-17 08:46:08.016994
20921003,2092,1003,364,100,2025-02-19 08:46:08.017043
20931003,2093,1003,649,100,2025-02-19 08:46:08.017092
20941003,2094,1003,404,100,2025-02-20 08:46:08.017155
20951003,2095,1003,725,100,2025-02-17 08:46:08.017205
20961003,2096,1003,402,100,2025-02-18 08:46:08.017252
20971003,2097,1003,299,100,2025-02-17 08:46:08.017299
20981003,2098,1003,284,100,2025-02-19 08:46:08.017347
20991003,2099,1003,382,100,2025-02-19 08:46:08.017394
20001004,2000,1004,954,100,2025-02-18 08:46:08.017607
20011004,2001,1004,824,100,2025-02-20 08:46:08.017682
20021004,2002,1004,89,100,2025-02-20 08:46:08.017737
20031004,2003,1004,839,100,2025-02-17 08:46:08.017794
20041004,2004,1004,361,100,2025-02-19 08:46:08.017842
20051004,2005,1004,197,100,2025-02-17 08:46:08.017889
20061004,2006,1004,722,100,2025-02-20 08:46:08.017939
20071004,2007,1004,915,100,2025-02-17 08:46:08.018000
20081004,2008,1004,470,100,2025-02-19 08:46:08.018049
20091004,2009,1004,818,100,2025-02-19 08:46:08.018097
20101004,2010,1004,141,100,2025-02-18 08:46:08.018144
20111004,2011,1004,613,100,2025-02-20 08:46:08.018204
20121004,2012,1004,747,100,2025-02-17 08:46:08.018256
20131004,2013,1004,708,100,2025-02-19 08:46:08.018305
20141004,2014,1004,865,100,2025-02-20 08:46:08.018353
20151004,2015,1004,170,100,2025-02-20 08:46:08.018401
20161004,2016,1004,554,100,2025-02-18 08:46:08.018447
20171004,2017,1004,228,100,2025-02-18 08:46:08.018495
20181004,2018,1004,394,100,2025-02-17 08:46:08.018542
20191004,2019,1004,445,100,2025-02-19 08:46:08.018589
20201004,2020,1004,765,100,2025-02-20 08:46:08.018643
20211004,2021,1004,232,100,2025-02-19 08:46:08.018708
20221004,2022,1004,215,100,2025-02-18 08:46:08.018773
20231004,2023,1004,201,100,2025-02-19 08:46:08.018833
20241004,2024,1004,949,100,2025-02-20 08:46:08.018884
20251004,2025,1004,656,100,2025-02-19 08:46:08.018932
20261004,2026,1004,185,100,2025-02-17 08:46:08.018979
20271004,2027,1004,610,100,2025-02-17 08:46:08.019036
20281004,2028,1004,597,100,2025-02-18 08:46:08.019093
20291004,2029,1004,82,100,2025-02-20 08:46:08.019142
20301004,2030,1004,531,100,2025-02-18 08:46:08.019190
20311004,2031,1004,969,100,2025-02-17 08:46:08.019238
20321004,2032,1004,351,100,2025-02-19 08:46:08.019299
20331004,2033,1004,392,100,2025-02-18 08:46:08.019350
20341004,2034,1004,703,100,2025-02-17 08:46:08.019418
20351004,2035,1004,111,100,2025-02-19 08:46:08.019484
20361004,2036,1004,461,100,2025-02-20 08:46:08.019533
20371004,2037,1004,738,100,2025-02-19 08:46:08.019581
20381004,2038,1004,984,100,2025-02-18 08:46:08.019630
20391004,2039,1004,443,100,2025-02-20 08:46:08.019677
20401004,2040,1004,109,100,2025-02-20 08:46:08.019736
20411004,2041,1004,56,100,2025-02-19 08:46:08.019805
20421004,2042,1004,757,100,2025-02-19 08:46:08.019863
20431004,2043,1004,51,100,2025-02-17 08:46:08.019923
20441004,2044,1004,801,100,2025-02-19 08:46:08.019973
20451004,2045,1004,808,100,2025-02-17 08:46:08.020021
20461004,2046,1004,374,100,2025-02-20 08:46:08.020069
20471004,2047,1004,248,100,2025-02-20 08:46:08.020131
20481004,2048,1004,749,100,2025-02-18 08:46:08.020183
20491004,2049,1004,465,100,2025-02-20 08:46:08.020232
20501004,2050,1004,57,100,2025-02-18 08:46:08.020278
20511004,2051,1004,751,100,2025-02-17 08:46:08.020325
20521004,2052,1004,884,100,2025-02-20 08:46:08.020387
20531004,2053,1004,556,100,2025-02-19 08:46:08.020436
20541004,2054,1004,726,100,2025-02-20 08:46:08.020483
20551004,2055,1004,414,100,2025-02-17 08:46:08.020530
20561004,2056,1004,636,100,2025-02-20 08:46:08.020578
20571004,2057,1004,577,100,2025-02-20 08:46:08.020628
20581004,2058,1004,200,100,2025-02-17 08:46:08.020674
20591004,2059,1004,849,100,2025-02-18 08:46:08.020722
20601004,2060,1004,297,100,2025-02-19 08:46:08.020769
20611004,2061,1004,515,100,2025-02-18 08:46:08.020829
20621004,2062,1004,959,100,2025-02-18 08:46:08.020900
20631004,2063,1004,998,100,2025-02-18 08:46:08.020956
